"MSSubClass","MSZoning","LotFrontage","LotArea","Alley","LotShape","LandContour","LotConfig","LandSlope","Neighborhood","Condition1","BldgType","HouseStyle","OverallQual","OverallCond","RoofStyle","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","Fence","MiscFeature","MoSold","SaleType","SaleCondition","type","housse_age","garage_age","remod_since"
"30","RL",67,5604,"No.alley.access","Reg","Lvl","Inside","Gtl","Edwards","Norm","1Fam","1Story","5","6","Gable","Stucco","Stucco","None","None","TA","TA","CBlock","TA","TA","No","Rec",468,"Unf","No",396,864,"TA","N","FuseA",864,0,"No",864,"1","0","1","0","2","1","TA","5","Typ","0","No.Fireplace","No.Garage","No.Garage","0",0,"No.Garage","No.Garage","Y",0,"No","Yes","No","No","None","None","4","WD","Normal","train",">80","No_Garage",">60"
"20","RL",83,10420,"No.alley.access","Reg","Lvl","Corner","Gtl","Edwards","Norm","1Fam","1Story","6","5","Gable","VinylSd","VinylSd","None","None","TA","TA","PConc","Gd","TA","Mn","GLQ",36,"Unf","No",1176,1212,"Ex","Y","SBrkr",1212,0,"No",1212,"0","0","2","0","3","1","Gd","6","Typ","0","No.Fireplace","Attchd","RFn","2",460,"TA","TA","Y",100,"Yes","No","No","No","None","None","3","WD","Normal","train","1","1","1"
"60","FV",72,8640,"No.alley.access","Reg","Lvl","Inside","Gtl","Somerst","Norm","1Fam","2Story","7","5","Gable","VinylSd","VinylSd","None","None","TA","TA","PConc","Gd","TA","No","GLQ",822,"Unf","No",78,900,"Ex","Y","SBrkr",932,920,"No",1852,"1","0","2","1","3","1","Gd","7","Typ","1","TA","Attchd","RFn","2",644,"TA","TA","Y",168,"Yes","No","No","No","None","None","7","New","Partial","train","1","1","1"
"20","RL",43,13568,"No.alley.access","IR2","Lvl","CulDSac","Gtl","CollgCr","Norm","1Fam","1Story","5","5","Gable","VinylSd","VinylSd","None","None","TA","TA","PConc","Gd","TA","No","ALQ",716,"Unf","No",274,990,"Ex","Y","SBrkr",990,0,"No",990,"0","1","1","0","3","1","TA","5","Typ","0","No.Fireplace","Attchd","Unf","2",576,"TA","TA","Y",224,"No","No","No","No","None","None","7","WD","Normal","train","2","2","1"
"60","RL",69.92,10900,"No.alley.access","IR1","Lvl","FR2","Gtl","CollgCr","Norm","1Fam","2Story","6","7","Gable","HdBoard","HdBoard","BrkFace","1","TA","TA","CBlock","Gd","TA","No","GLQ",378,"Unf","No",311,689,"Ex","Y","SBrkr",689,703,"No",1392,"0","0","1","1","3","1","TA","6","Typ","0","No.Fireplace","Attchd","Fin","1",299,"TA","TA","Y",0,"Yes","No","No","No","MnPrv","Yes","3","WD","Normal","train","4","4","2"
"20","RL",72,10011,"No.alley.access","IR1","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story","5","6","Gable","HdBoard","HdBoard","BrkFace","1","TA","TA","CBlock","TA","TA","No","BLQ",360,"Unf","No",710,1070,"TA","Y","SBrkr",1236,0,"No",1236,"0","1","1","0","2","1","Gd","6","Min1","1","Fa","Attchd","Unf","1",447,"TA","TA","Y",0,"No","No","No","No","MnPrv","None","5","WD","Normal","train","5","6","1"
"20","RL",65,8450,"No.alley.access","Reg","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","1Story","7","5","Gable","VinylSd","VinylSd","BrkFace","2","Gd","TA","PConc","Gd","TA","Mn","GLQ",946,"Unf","No",490,1436,"Ex","Y","SBrkr",1436,0,"No",1436,"1","0","2","0","3","1","Gd","8","Typ","0","No.Fireplace","Attchd","Unf","2",484,"TA","TA","Y",139,"Yes","No","No","No","None","None","4","WD","Normal","train","1","1","1"
"70","RM",57,9906,"Grvl","Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam","2Story","4","4","Gable","MetalSd","MetalSd","None","None","TA","TA","CBlock","TA","TA","No","Unf",0,"Unf","No",686,686,"Fa","N","SBrkr",810,518,"No",1328,"0","0","1","0","3","1","TA","8","Typ","0","No.Fireplace","Detchd","Unf","1",210,"TA","TA","Y",0,"Yes","Yes","No","No","None","None","9","WD","Family","train",">80",">60",">60"
"50","RL",85.6,15660,"No.alley.access","IR1","Lvl","Corner","Gtl","Crawfor","Norm","1Fam","1.5Fin","7","9","Gable","VinylSd","VinylSd","BrkFace","2","Gd","Gd","CBlock","TA","TA","No","BLQ",341,"Unf","No",457,798,"Ex","Y","SBrkr",1137,817,"No",1954,"0","1","1","1","3","1","Gd","8","Typ","2","TA","Attchd","Unf","2",431,"TA","TA","Y",0,"Yes","Yes","No","No","None","None","5","WD","Normal","train","6",">60","1"
"120","RL",43,3010,"No.alley.access","Reg","Lvl","Inside","Gtl","Blmngtn","Norm","TwnhsE","1Story","7","5","Gable","VinylSd","VinylSd","BrkFace","1","Gd","TA","PConc","Gd","TA","Av","GLQ",16,"Unf","No",1232,1248,"Ex","Y","SBrkr",1248,0,"No",1248,"0","0","2","0","2","1","Gd","5","Typ","0","No.Fireplace","Attchd","Fin","2",438,"TA","TA","Y",108,"No","No","No","No","None","None","3","New","Partial","train","1","1","1"
"20","RL",73,8990,"No.alley.access","IR1","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","1Story","7","5","Gable","VinylSd","VinylSd","None","None","Gd","TA","PConc","Gd","TA","Mn","Unf",0,"Unf","No",1498,1498,"Ex","Y","SBrkr",1498,0,"No",1498,"0","0","2","0","2","1","Gd","5","Typ","0","No.Fireplace","Attchd","RFn","2",675,"TA","TA","Y",351,"Yes","No","No","No","None","None","4","New","Partial","train","1","1","1"
"60","RL",68.6466666666667,8068,"No.alley.access","IR1","Lvl","Inside","Gtl","Gilbert","Norm","1Fam","2Story","6","5","Gable","VinylSd","VinylSd","None","None","Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf","No",1010,1010,"Ex","Y","SBrkr",1010,1257,"No",2267,"0","0","2","1","4","1","Gd","8","Typ","1","TA","BuiltIn","RFn","2",390,"TA","TA","Y",120,"Yes","No","No","No","None","None","12","ConLI","Normal","train","1","1","1"
"60","RL",85,11475,"No.alley.access","Reg","Lvl","Inside","Gtl","NWAmes","RRAn","1Fam","2Story","6","6","Gable","VinylSd","VinylSd","None","None","TA","TA","CBlock","Gd","TA","No","ALQ",550,"Unf","No",163,713,"TA","Y","SBrkr",811,741,"No",1552,"1","0","2","1","3","1","TA","6","Typ","1","TA","Attchd","RFn","2",434,"TA","TA","Y",209,"Yes","No","No","No","MnPrv","None","2","WD","Normal","train","4","4","2"
"20","RL",70,10500,"No.alley.access","Reg","Lvl","FR2","Gtl","NAmes","Norm","1Fam","1Story","4","6","Gable","HdBoard","HdBoard","None","None","TA","TA","CBlock","TA","TA","No","ALQ",524,"LwQ","Yes",160,864,"Gd","Y","SBrkr",864,0,"No",864,"0","0","1","0","2","1","TA","4","Typ","0","No.Fireplace","Detchd","Unf","2",576,"TA","TA","Y",216,"No","No","No","No","None","None","3","WD","Abnorml","train","4","3","2"
"20","RL",103,13472,"No.alley.access","Reg","Lvl","Inside","Gtl","NridgHt","Norm","1Fam","1Story","10","5","Hip","VinylSd","VinylSd","BrkFace",">500","Ex","TA","PConc","Ex","TA","Gd","GLQ",56,"Unf","No",2336,2392,"Ex","Y","SBrkr",2392,0,"No",2392,"0","0","2","0","3","1","Ex","8","Typ","1","Ex","Attchd","Fin","3",968,"TA","TA","Y",248,"Yes","No","No","No","None","None","6","WD","Normal","train","1","1","1"
"160","RM",21,1680,"No.alley.access","Reg","Lvl","Inside","Gtl","BrDale","Norm","Twnhs","2Story","5","5","Gable","HdBoard","HdBoard","BrkFace","1","TA","TA","CBlock","TA","TA","No","Unf",0,"Unf","No",630,630,"TA","Y","SBrkr",630,672,"No",1302,"0","0","2","1","3","1","TA","6","Typ","0","No.Fireplace","Detchd","Unf","1",280,"TA","TA","Y",0,"No","No","No","No","None","None","5","COD","Abnorml","train","4","2","2"
"60","RL",82,9950,"No.alley.access","IR1","Lvl","Inside","Gtl","NoRidge","Norm","1Fam","2Story","7","5","Gable","VinylSd","VinylSd","BrkFace","2","Gd","TA","PConc","Gd","TA","No","GLQ",565,"Unf","No",638,1203,"Ex","Y","SBrkr",1214,1306,"No",2520,"0","0","2","1","4","1","Gd","9","Typ","1","TA","Attchd","RFn","3",721,"TA","TA","Y",224,"Yes","No","No","No","None","None","6","WD","Abnorml","train","2","2","1"
"160","RM",21,1869,"No.alley.access","Reg","Lvl","Inside","Gtl","BrDale","Norm","Twnhs","2Story","6","6","Gable","HdBoard","HdBoard","BrkFace","1","TA","TA","CBlock","TA","TA","No","Rec",321,"Unf","No",162,483,"TA","Y","SBrkr",483,504,"No",987,"0","0","1","1","2","1","TA","5","Typ","0","No.Fireplace","Detchd","Unf","1",280,"TA","TA","Y",0,"No","No","No","No","None","None","9","WD","Normal","train","5","3","3"
"20","RL",70,8521,"No.alley.access","Reg","Lvl","FR2","Gtl","Sawyer","Feedr","1Fam","1Story","5","5","Gable","HdBoard","HdBoard","None","None","TA","TA","CBlock","TA","TA","No","ALQ",842,"Unf","No",70,912,"TA","Y","SBrkr",912,0,"No",912,"0","0","1","0","3","1","TA","5","Typ","1","Fa","Detchd","Unf","1",336,"TA","TA","Y",0,"No","No","No","No","MnPrv","None","5","WD","Normal","train","5","4","3"
"120","RL",43,3182,"No.alley.access","Reg","Lvl","Inside","Gtl","Blmngtn","Norm","TwnhsE","1Story","7","5","Gable","VinylSd","VinylSd","BrkFace","1","Gd","TA","PConc","Gd","TA","Av","GLQ",16,"Unf","No",1357,1373,"Ex","Y","SBrkr",1555,0,"No",1555,"0","0","2","0","2","1","Gd","7","Typ","1","TA","Attchd","Fin","2",430,"TA","TA","Y",143,"Yes","No","No","No","None","None","5","WD","Normal","train","1","1","1"
"20","RL",73,8760,"No.alley.access","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story","6","6","Hip","MetalSd","MetalSd","BrkFace","1","TA","TA","CBlock","TA","TA","No","Unf",0,"Unf","No",1194,1194,"TA","Y","SBrkr",1194,0,"No",1194,"1","0","1","0","3","1","TA","6","Typ","0","No.Fireplace","Attchd","RFn","1",312,"TA","TA","Y",0,"No","Yes","No","No","None","None","4","WD","Normal","train","5","6","3"
"60","RL",174,15138,"No.alley.access","IR1","Lvl","Inside","Gtl","NoRidge","Norm","1Fam","2Story","8","5","Gable","VinylSd","VinylSd","BrkFace",">500","Gd","TA","PConc","Gd","TA","No","GLQ",689,"Unf","No",773,1462,"Ex","Y","SBrkr",1490,1304,"No",2794,"1","0","2","1","4","1","Ex","9","Typ","1","TA","Attchd","Fin","3",810,"TA","TA","Y",0,"Yes","Yes","No","No","None","None","7","WD","Normal","train","2","2","1"
"160","RM",21,1680,"No.alley.access","Reg","Lvl","Inside","Gtl","BrDale","Norm","Twnhs","2Story","6","5","Gable","HdBoard","HdBoard","BrkFace","2","TA","TA","CBlock","TA","TA","No","Unf",0,"Unf","No",483,483,"TA","Y","SBrkr",483,504,"No",987,"0","0","1","1","2","1","TA","5","Typ","1","Po","Attchd","Unf","1",288,"TA","TA","Y",0,"No","No","No","No","None","None","6","WD","Normal","train","4","4","2"
"20","RL",75,10650,"No.alley.access","Reg","Lvl","Corner","Gtl","CollgCr","Norm","1Fam","1Story","5","6","Gable","HdBoard","HdBoard","None","None","TA","TA","CBlock","TA","Gd","Av","LwQ",182,"ALQ","Yes",0,894,"TA","Y","SBrkr",894,0,"No",894,"1","0","1","0","3","1","TA","5","Typ","0","No.Fireplace","Attchd","Unf","1",308,"TA","TA","Y",365,"No","No","No","No","MnPrv","None","2","WD","Normal","train","4","4","2"
"60","RL",63.25,7851,"No.alley.access","Reg","Lvl","Inside","Gtl","Gilbert","Norm","1Fam","2Story","6","5","Gable","VinylSd","VinylSd","None","None","Gd","TA","PConc","Gd","TA","No","GLQ",625,"Unf","No",235,860,"Ex","Y","SBrkr",860,1100,"No",1960,"1","0","2","1","4","1","Gd","8","Typ","2","TA","BuiltIn","Fin","2",440,"TA","TA","Y",288,"Yes","No","No","No","None","None","5","WD","Normal","train","1","1","1"
"160","RM",21,1680,"No.alley.access","Reg","Lvl","Inside","Gtl","BrDale","Norm","TwnhsE","2Story","6","3","Gable","HdBoard","HdBoard","BrkFace",">500","TA","TA","CBlock","TA","TA","No","ALQ",358,"Unf","No",125,483,"TA","Y","SBrkr",483,504,"No",987,"0","0","1","1","2","1","TA","5","Typ","0","No.Fireplace","Detchd","Unf","1",264,"TA","TA","Y",0,"No","No","No","No","None","None","8","WD","Normal","train","4","4","2"
"20","RL",65,8773,"No.alley.access","Reg","Lvl","FR2","Gtl","CollgCr","Norm","1Fam","1Story","7","5","Gable","VinylSd","VinylSd","BrkFace","1","Gd","TA","PConc","Gd","TA","Av","GLQ",24,"Unf","No",1390,1414,"Ex","Y","SBrkr",1414,0,"No",1414,"0","0","2","0","3","1","Gd","6","Typ","0","No.Fireplace","Attchd","RFn","2",494,"TA","TA","Y",132,"Yes","No","No","No","None","None","5","WD","Normal","train","1","1","1"
"60","RL",65.85,9453,"No.alley.access","IR1","Lvl","CulDSac","Gtl","SawyerW","RRNe","1Fam","2Story","7","7","Gable","HdBoard","HdBoard","None","None","Gd","TA","PConc","Gd","TA","No","BLQ",402,"Unf","No",594,996,"Ex","Y","SBrkr",1014,730,"No",1744,"0","0","2","1","3","1","Gd","7","Typ","0","No.Fireplace","Attchd","RFn","2",457,"TA","TA","Y",370,"Yes","No","Yes","No","None","None","2","WD","Normal","train","2","2","1"
"20","RL",93,12030,"No.alley.access","Reg","Lvl","Inside","Gtl","NridgHt","Norm","1Fam","1Story","8","5","Hip","VinylSd","VinylSd","BrkFace","2","Ex","TA","PConc","Ex","TA","No","Unf",0,"Unf","No",1694,1694,"Ex","Y","SBrkr",1694,0,"No",1694,"0","0","2","0","3","1","Gd","7","Typ","0","No.Fireplace","Attchd","Fin","3",818,"TA","TA","Y",168,"Yes","No","No","No","None","None","12","New","Partial","train","1","1","1"
"50","RL",52,8741,"No.alley.access","Reg","Lvl","Inside","Gtl","Edwards","Norm","1Fam","1.5Fin","6","4","Gable","VinylSd","VinylSd","None","None","TA","TA","CBlock","TA","Fa","No","LwQ",94,"Unf","No",641,735,"TA","Y","FuseA",798,689,"No",1487,"0","0","1","1","3","1","TA","7","Typ","1","Gd","Detchd","Unf","1",220,"TA","TA","Y",0,"Yes","No","No","No","MnPrv","None","4","WD","Normal","train","6",">60",">60"
"20","FV",75,9000,"No.alley.access","Reg","Lvl","Inside","Gtl","Somerst","Norm","1Fam","1Story","8","5","Gable","VinylSd","VinylSd","Stone","1","Gd","TA","PConc","Gd","TA","Av","GLQ",1078,"Unf","No",488,1566,"Ex","Y","SBrkr",1566,0,"No",1566,"1","0","2","0","3","1","Gd","7","Typ","0","No.Fireplace","Attchd","RFn","2",750,"TA","TA","Y",144,"Yes","No","No","No","None","None","4","WD","Normal","train","1","1","1"
"30","RM",40,3880,"No.alley.access","Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam","1Story","5","9","Gable","VinylSd","VinylSd","None","None","TA","Gd","CBlock","TA","TA","No","ALQ",329,"Unf","No",357,686,"Gd","Y","SBrkr",866,0,"No",866,"0","0","1","0","2","1","Gd","4","Typ","0","No.Fireplace","No.Garage","No.Garage","0",0,"No.Garage","No.Garage","Y",58,"Yes","No","No","No","None","None","8","WD","Normal","train","6","No_Garage","1"
"50","RM",63,5000,"No.alley.access","Reg","Lvl","Corner","Gtl","OldTown","Norm","1Fam","1.5Fin","5","4","Gable","Wd Sdng","Wd Sdng","None","None","TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf","No",540,540,"Gd","N","FuseA",889,551,"No",1440,"0","0","1","0","3","1","TA","6","Typ","0","No.Fireplace","Attchd","Unf","1",352,"Fa","TA","Y",0,"No","Yes","No","No","None","None","4","WD","Normal","train",">80",">60",">60"
"160","RL",75,10762,"No.alley.access","Reg","Lvl","Corner","Gtl","SawyerW","Norm","TwnhsE","2Story","6","6","Gable","Plywood","Plywood","None","None","TA","TA","CBlock","Gd","TA","No","Unf",0,"Unf","No",626,626,"TA","Y","SBrkr",626,591,"No",1217,"0","0","1","1","3","1","TA","6","Typ","1","TA","Attchd","RFn","1",288,"TA","TA","Y",0,"Yes","No","No","No","None","None","4","WD","Normal","train","4","4","2"
"60","RL",71.96,8880,"No.alley.access","IR1","Lvl","Inside","Gtl","SawyerW","Norm","1Fam","2Story","7","5","Gable","VinylSd","VinylSd","None","None","Gd","TA","PConc","Gd","TA","No","GLQ",695,"Unf","No",253,948,"Ex","Y","SBrkr",1222,888,"No",2110,"1","0","2","1","3","1","Gd","8","Typ","2","Fa","Attchd","RFn","2",463,"TA","TA","Y",0,"Yes","No","No","No","None","None","5","WD","Normal","train","2","2","1"
"20","RL",80,10400,"No.alley.access","Reg","Lvl","Inside","Gtl","NWAmes","Norm","1Fam","1Story","7","5","Gable","Wd Sdng","Wd Sdng","BrkFace","1","TA","TA","CBlock","Gd","TA","Av","GLQ",929,"Unf","No",916,1845,"Gd","Y","SBrkr",1872,0,"No",1872,"0","1","2","0","3","1","TA","6","Typ","1","TA","Attchd","Fin","2",604,"TA","TA","Y",197,"Yes","No","No","No","None","None","6","WD","Normal","train","3","3","2"
"190","RM",69,9142,"Grvl","Reg","Lvl","Inside","Gtl","OldTown","Norm","2fmCon","2Story","6","8","Gable","AsbShng","AsbShng","None","None","TA","Fa","Stone","Fa","TA","No","Unf",0,"Unf","No",1020,1020,"Gd","N","FuseP",908,1020,"No",1928,"0","0","2","0","4","2","Fa","9","Typ","0","No.Fireplace","Detchd","Unf","1",440,"Po","Po","Y",0,"Yes","Yes","No","No","None","None","4","WD","Normal","train",">80",">60",">60"
"20","RL",75,11310,"No.alley.access","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story","6","5","Hip","Wd Sdng","BrkFace","None","None","TA","TA","CBlock","TA","TA","No","Unf",0,"Unf","No",1367,1367,"Ex","Y","SBrkr",1375,0,"No",1375,"0","0","1","0","2","1","TA","5","Typ","1","TA","Attchd","Unf","2",451,"TA","TA","Y",0,"Yes","No","No","No","None","None","6","WD","Normal","train","5","6","3"
"60","RL",72,11317,"No.alley.access","Reg","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","2Story","7","5","Gable","VinylSd","VinylSd","BrkFace","1","Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf","No",840,840,"Ex","Y","SBrkr",840,828,"No",1668,"0","0","2","1","3","1","Gd","8","Typ","0","No.Fireplace","Attchd","RFn","2",500,"TA","TA","Y",144,"Yes","No","No","No","None","None","9","WD","Normal","train","1","1","1"
"50","RL",91.86,159000,"No.alley.access","IR2","Low","CulDSac","Sev","ClearCr","Norm","1Fam","1.5Fin","6","7","Gable","Wd Sdng","HdBoard","BrkCmn","2","Gd","TA","CBlock","Gd","TA","Gd","Rec",697,"Unf","No",747,1444,"Gd","Y","SBrkr",1444,700,"No",2144,"0","1","2","0","4","1","Gd","7","Typ","2","TA","Attchd","Fin","2",389,"TA","TA","Y",0,"Yes","No","No","No","None","Yes","6","WD","Normal","train","5","6","1"
"30","RL",55,5350,"No.alley.access","IR1","Lvl","Inside","Gtl","BrkSide","Norm","1Fam","1Story","3","2","Gable","Wd Sdng","Plywood","None","None","TA","Po","CBlock","TA","TA","No","Unf",0,"Unf","No",728,728,"Ex","Y","SBrkr",1306,0,"No",1306,"0","0","1","0","3","1","Fa","6","Mod","0","No.Fireplace","No.Garage","No.Garage","0",0,"No.Garage","No.Garage","Y",263,"No","No","No","No","GdWo","Yes","5","WD","Normal","train","6","No_Garage","3"
"120","RM",44,4750,"No.alley.access","IR1","HLS","Inside","Mod","Crawfor","Norm","TwnhsE","1Story","8","5","Hip","VinylSd","VinylSd","Stone","2","Gd","TA","PConc","Gd","TA","Gd","GLQ",1573,"Unf","No",0,1573,"Ex","Y","SBrkr",1625,0,"No",1625,"1","1","2","0","2","1","Gd","5","Typ","1","Gd","Attchd","Fin","2",538,"TA","TA","Y",123,"No","No","No","Yes","None","None","12","WD","Family","train","1","1","1"
"60","RL",65,8366,"No.alley.access","IR1","Lvl","Inside","Gtl","SawyerW","Norm","1Fam","2Story","6","5","Gable","VinylSd","VinylSd","None","None","Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf","No",798,798,"Ex","Y","SBrkr",798,842,"No",1640,"0","0","2","1","3","1","Gd","6","Typ","0","No.Fireplace","Attchd","RFn","2",520,"TA","TA","Y",138,"Yes","No","No","No","None","None","12","WD","Normal","train","1","1","1"
"80","RL",85,9350,"No.alley.access","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","SLvl","6","7","Hip","HdBoard","HdBoard","BrkFace","1","TA","TA","CBlock","Gd","TA","Gd","LwQ",270,"ALQ","Yes",452,1302,"Ex","Y","SBrkr",1302,0,"No",1302,"0","1","2","0","3","1","Gd","7","Min1","0","No.Fireplace","Attchd","RFn","1",309,"TA","TA","Y",333,"No","No","No","No","MnPrv","None","10","CWD","Normal","train","5","5","1"
"20","RL",70,8400,"No.alley.access","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story","5","6","Gable","MetalSd","MetalSd","None","None","TA","Gd","CBlock","TA","TA","No","Rec",922,"Unf","No",392,1314,"TA","Y","SBrkr",1314,0,"No",1314,"1","0","1","0","3","1","TA","5","Typ","0","No.Fireplace","Attchd","RFn","1",294,"TA","TA","Y",250,"No","No","No","No","None","None","6","WD","Normal","train","5","6","3"
"60","RL",66,8738,"No.alley.access","IR1","Lvl","Inside","Gtl","Gilbert","Norm","1Fam","2Story","7","5","Gable","VinylSd","VinylSd","BrkFace","2","Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf","No",975,975,"Ex","Y","SBrkr",1005,1286,"No",2291,"0","0","2","1","4","1","Gd","8","Typ","1","TA","BuiltIn","Fin","2",429,"TA","TA","Y",192,"No","No","No","No","None","None","2","WD","Normal","train","2","2","1"
"60","FV",64,8791,"No.alley.access","IR1","Lvl","Inside","Gtl","Somerst","Norm","1Fam","2Story","6","5","Gable","VinylSd","VinylSd","None","None","Gd","TA","PConc","Gd","TA","No","Rec",503,"Unf","No",361,864,"Ex","Y","SBrkr",864,864,"No",1728,"0","0","2","1","3","1","Gd","7","Typ","0","No.Fireplace","Attchd","RFn","2",673,"TA","TA","Y",216,"Yes","No","No","No","None","None","5","WD","Normal","train","1","1","1"
"20","RL",68,8814,"No.alley.access","Reg","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","1Story","7","5","Gable","VinylSd","VinylSd","Stone","1","Gd","TA","PConc","Gd","TA","No","GLQ",1334,"Unf","No",270,1604,"Ex","Y","SBrkr",1604,0,"No",1604,"1","0","2","1","3","1","Gd","8","Typ","1","Gd","Attchd","RFn","2",660,"TA","TA","Y",123,"Yes","No","No","No","None","None","3","WD","Abnorml","train","1","1","1"
"60","RL",80,12435,"No.alley.access","Reg","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","2Story","7","5","Gable","VinylSd","VinylSd","BrkFace","1","Gd","TA","PConc","Gd","TA","No","GLQ",361,"Unf","No",602,963,"Ex","Y","SBrkr",963,829,"No",1792,"0","0","2","1","3","1","Gd","7","Typ","1","TA","Attchd","RFn","2",564,"TA","TA","Y",0,"Yes","No","Yes","No","None","None","5","WD","Normal","train","1","1","1"
"20","RM",70,12702,"No.alley.access","Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam","1Story","5","5","Gable","BrkFace","BrkFace","None","None","TA","TA","PConc","No.Basement","No.Basement","No.Basement","No.Basement",0,"No.Basement","No",0,0,"Gd","Y","FuseA",882,0,"No",882,"0","0","1","0","2","1","TA","4","Typ","0","No.Fireplace","Detchd","Unf","1",308,"TA","TA","Y",0,"Yes","No","No","No","None","None","12","WD","Normal","train","5","6","3"
"80","RL",120,19296,"No.alley.access","Reg","Lvl","Corner","Gtl","NAmes","Artery","1Fam","SLvl","6","5","Gable","Wd Sdng","Wd Sdng","BrkFace","2","TA","TA","CBlock","TA","TA","Gd","Rec",672,"ALQ","Yes",0,1362,"TA","Y","SBrkr",1382,0,"No",1382,"1","0","1","0","3","1","TA","6","Typ","1","TA","Attchd","Unf","2",884,"TA","TA","Y",0,"No","Yes","No","No","GdWo","None","5","WD","Normal","train","5","2","3"
"60","RL",69,9588,"No.alley.access","IR1","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","2Story","8","5","Gable","CemntBd","CmentBd","Stone","2","Gd","TA","PConc","Ex","TA","No","Unf",0,"Unf","No",1482,1482,"Ex","Y","SBrkr",1482,1092,"No",2574,"0","0","2","1","3","1","Ex","10","Typ","1","Gd","BuiltIn","Fin","3",868,"TA","TA","Y",0,"Yes","No","No","No","None","None","11","New","Partial","train","1","1","1"
